alien_id,name,species,region,arrival_date,age_centuries,antenna_count,crystal_energy_index,bioluminescence_level,glow_duration_minutes,telepathy_score,hover_height_cm,occupation
A0225,Nyxtrinax,Luminar,Floating Islands,2025-03-24,6.0,5,58.5,High,112.7,50.2,146.9,Planetary Guardian
A0226,Kelyth,Luminar,Ice Plains,2024-06-28,5.4,8,50.7,High,119.9,73.5,109.0,Explorer
A0227,Celara,Aquari,Floating Islands,2025-12-02,6.4,5,63.8,High,135.1,48.0,145.1,Planetary Guardian
A0228,Rynshaexus,Crystalian,Ice Plains,2025-02-10,2.1,3,86.6,Low,108.9,33.7,53.8,Research Scientist
A0229,Eldul,Gravitar,Lava Basin,2025-10-27,2.7,1,31.2,Low,67.1,34.9,0.0,Farmer
A0230,Zorsoliona,Nebulon,Floating Islands,2024-07-14,7.3,14,34.1,Low,22.2,100.0,104.4,Planetary Guardian
A0231,Orbdrayxar,Gravitar,Lava Basin,2025-04-10,5.7,4,40.6,Medium,74.7,45.2,5.2,Farmer
A0232,Talmiros,Nebulon,Northern Crater,2024-11-06,6.1,10,69.5,Low,84.7,77.5,81.6,Research Scientist
A0233,Praxquaalis,Nebulon,Northern Crater,2024-09-18,3.1,11,49.9,High,142.4,83.5,95.0,Research Scientist
A0234,Lumvekiona,Crystalian,Floating Islands,2025-02-22,3.0,7,83.5,Medium,145.9,63.3,84.0,Crystal Miner
A0235,Tornoretha,Luminar,Crystal Forest,2025-02-09,7.0,5,69.6,High,132.7,37.9,88.1,Explorer
A0236,Lyror,Nebulon,Northern Crater,2024-05-22,7.1,8,58.5,Medium,97.7,76.2,94.5,Planetary Guardian
A0237,Solyth,Luminar,Crystal Forest,2024-12-07,2.8,7,87.5,Medium,170.4,33.4,78.0,Farmer
A0238,Opheon,Luminar,Ice Plains,2024-11-11,2.4,8,48.1,Medium,73.1,59.2,88.8,Planetary Guardian
A0239,Zentriith,Nebulon,Lava Basin,2024-04-10,4.8,13,51.8,Medium,66.1,100.0,74.9,Farmer
A0240,Cryora,Luminar,Crystal Forest,2024-08-31,3.4,5,92.1,High,178.3,45.0,97.9,Crystal Miner
A0241,Ophorax,Aquari,Ice Plains,2025-05-04,3.4,8,64.7,Medium,115.3,50.7,113.0,Farmer
A0242,Zyon,Aquari,Floating Islands,2024-01-12,2.5,5,57.8,Low,90.9,40.2,137.3,Merchant
A0243,Lyrzorion,Aquari,Ice Plains,2024-08-26,4.1,7,75.2,High,160.4,56.2,124.7,Merchant
A0244,Solthalul,Crystalian,Floating Islands,2025-07-14,2.7,6,81.6,Low,140.8,45.4,56.3,Merchant
A0245,Graxryneth,Luminar,Crystal Forest,2024-02-11,2.8,3,61.4,High,105.2,48.7,86.8,Merchant
A0246,Drakkayxis,Aquari,Northern Crater,2025-11-08,5.6,8,73.6,High,130.0,58.5,147.7,Explorer
A0247,Orbquaiona,Crystalian,Crystal Forest,2025-08-16,4.9,5,84.3,Medium,148.0,54.2,49.0,Crystal Miner
A0248,Kelorin,Aquari,Ice Plains,2025-03-04,6.0,6,62.0,Low,70.2,56.9,89.6,Crystal Miner
A0249,Velsolion,Aquari,Northern Crater,2024-06-06,1.7,2,75.1,Low,83.3,32.0,133.0,Farmer
A0250,Eldxelorix,Gravitar,Lava Basin,2024-08-03,5.0,5,34.5,Medium,96.3,41.7,5.2,Explorer
A0251,Zorzororin,Luminar,Crystal Forest,2025-10-31,9.2,8,63.5,High,109.6,70.8,70.9,Merchant
A0252,Vyrexus,Crystalian,Northern Crater,2025-04-06,4.3,9,90.1,High,165.9,69.7,55.0,Planetary Guardian
A0253,Fynquaax,Gravitar,Lava Basin,2024-05-13,6.6,7,51.6,High,116.3,51.7,2.6,Crystal Miner
A0254,Fynzoruun,Crystalian,Crystal Forest,2024-03-07,6.6,6,89.1,Medium,164.4,44.2,32.7,Crystal Miner
A0255,Vexlyul,Luminar,Crystal Forest,2024-01-07,6.7,3,88.5,Medium,115.9,57.4,91.9,Explorer
A0256,Vorrynari,Nebulon,Northern Crater,2025-06-09,5.3,11,56.3,Low,85.1,79.6,70.6,Planetary Guardian
A0257,Velkayxar,Aquari,Ice Plains,2024-03-13,6.1,4,61.0,High,117.0,56.8,121.4,Research Scientist
A0258,Lyrxelarax,Nebulon,Ice Plains,2025-02-02,6.4,11,53.6,Low,84.5,90.6,61.1,Planetary Guardian
A0259,Korvmirara,Nebulon,Northern Crater,2025-02-08,6.3,9,56.7,Low,65.8,83.0,71.9,Crystal Miner
A0260,Myrorax,Luminar,Lava Basin,2025-11-05,2.8,6,58.6,High,150.6,43.7,94.9,Explorer
A0261,Zyvoorix,Nebulon,Floating Islands,2025-07-31,1.6,10,47.9,Medium,73.5,84.4,126.4,Research Scientist
A0262,Fynul,Aquari,Floating Islands,2024-05-09,1.9,4,62.5,High,95.6,10.0,134.4,Merchant
A0263,Orbyx,Luminar,Crystal Forest,2025-04-10,4.5,5,83.1,High,149.5,60.4,101.2,Research Scientist
A0264,Vyralon,Nebulon,Northern Crater,2024-07-24,6.2,11,78.4,Low,105.8,81.3,101.0,Planetary Guardian
A0265,Zenith,Gravitar,Crystal Forest,2024-09-22,2.8,5,53.3,High,135.9,44.7,43.4,Crystal Miner
A0266,Orburon,Nebulon,Ice Plains,2025-06-20,6.8,6,60.2,Medium,85.4,80.2,77.8,Crystal Miner
A0267,Astrsoleth,Nebulon,Northern Crater,2024-09-09,4.0,6,66.3,Medium,94.2,83.7,64.1,Planetary Guardian
A0268,Praxphiius,Nebulon,Northern Crater,2024-10-15,4.0,10,41.2,Medium,92.1,85.0,89.4,Planetary Guardian
A0269,Kortrilor,Crystalian,Crystal Forest,2024-06-12,3.3,5,94.1,Low,111.1,38.3,27.0,Explorer
A0270,Syleen,Luminar,Ice Plains,2024-04-04,1.2,6,68.8,High,138.6,29.4,84.9,Research Scientist
A0271,Zephzoryxis,Gravitar,Floating Islands,2024-04-19,5.5,3,55.9,Low,75.9,36.5,65.7,Explorer
A0272,Eldxeletha,Gravitar,Ice Plains,2024-12-01,8.4,4,44.2,Low,65.1,29.2,7.9,Farmer
A0273,Aquaionis,Gravitar,Floating Islands,2024-08-25,4.9,4,53.3,Low,63.4,35.5,42.8,Merchant
A0274,Thalaris,Aquari,Lava Basin,2025-01-15,1.3,4,56.7,High,110.5,41.7,117.0,Crystal Miner
A0275,Aquazeneth,Nebulon,Northern Crater,2025-03-11,6.6,13,43.1,High,110.4,90.3,108.0,Planetary Guardian
A0276,Korvul,Nebulon,Crystal Forest,2025-04-27,1.8,11,76.9,Low,94.2,82.0,88.6,Crystal Miner
A0277,Xanphiex,Gravitar,Lava Basin,2024-01-25,2.6,5,36.3,Low,30.4,37.8,20.6,Research Scientist
A0278,Thalmonalis,Nebulon,Northern Crater,2025-10-14,4.5,11,53.0,Medium,112.6,83.7,94.7,Farmer
A0279,Zephara,Nebulon,Northern Crater,2024-04-26,5.2,15,84.8,Low,126.0,76.2,89.6,Crystal Miner
A0280,Ophraetha,Gravitar,Lava Basin,2025-04-26,3.0,5,52.5,Medium,120.0,28.1,16.7,Planetary Guardian
A0281,Solzoreon,Gravitar,Lava Basin,2025-01-26,4.4,3,28.5,Medium,71.7,44.2,23.5,Explorer
A0282,Zephxelix,Crystalian,Floating Islands,2025-06-20,6.4,7,78.5,Low,90.9,66.8,59.5,Merchant
A0283,Talmiror,Crystalian,Crystal Forest,2024-03-19,6.7,2,100.0,Medium,161.4,26.0,43.0,Explorer
A0284,Sylxelith,Luminar,Crystal Forest,2025-08-02,7.5,6,65.0,Medium,95.8,49.9,88.8,Crystal Miner
A0285,Aquaeon,Nebulon,Floating Islands,2024-06-21,8.8,12,60.8,Medium,80.3,100.0,111.2,Research Scientist
A0286,Zorphiul,Luminar,Northern Crater,2024-01-12,6.6,6,66.2,Medium,106.0,49.0,93.1,Explorer
A0287,Zephvoyth,Crystalian,Floating Islands,2024-05-07,4.6,4,62.3,High,146.9,45.1,87.8,Crystal Miner
A0288,Zysolalon,Nebulon,Lava Basin,2025-08-30,6.7,9,53.8,High,124.4,99.8,47.7,Planetary Guardian
A0289,Noxeon,Luminar,Floating Islands,2024-04-01,5.9,4,76.2,Medium,105.8,45.2,122.0,Crystal Miner
A0290,Nebis,Nebulon,Northern Crater,2025-10-14,6.0,11,75.1,Medium,117.9,85.0,70.2,Crystal Miner
A0291,Velkaalon,Luminar,Crystal Forest,2025-06-26,5.4,4,77.5,High,151.4,46.2,103.0,Planetary Guardian
A0292,Solnorix,Luminar,Floating Islands,2025-06-15,3.2,10,90.0,High,145.7,79.9,129.8,Crystal Miner
A0293,Zenmiros,Gravitar,Lava Basin,2025-10-19,2.9,0,19.4,Low,37.9,30.3,3.1,Explorer
A0294,Kelzuarae,Crystalian,Lava Basin,2025-03-22,4.8,4,68.6,Medium,112.6,46.8,24.4,Explorer
A0295,Cryzoraris,Luminar,Crystal Forest,2025-01-24,5.3,6,65.9,High,116.4,48.4,90.1,Merchant
A0296,Velul,Nebulon,Northern Crater,2025-11-02,3.6,12,60.9,Medium,83.6,93.6,104.3,Research Scientist
A0297,Noxzorora,Gravitar,Northern Crater,2024-02-12,5.8,2,44.8,Medium,99.2,44.2,11.5,Crystal Miner
A0298,Lumuron,Luminar,Floating Islands,2024-09-10,9.2,8,70.1,High,137.4,56.7,140.1,Crystal Miner
A0299,Korzoror,Nebulon,Northern Crater,2024-05-09,1.5,8,58.7,High,145.0,78.9,87.1,Explorer
A0300,Vexthaliona,Luminar,Northern Crater,2024-02-29,6.2,5,56.7,High,148.0,50.9,86.8,Merchant
A0301,Vexeon,Luminar,Floating Islands,2025-10-24,4.9,7,57.4,Low,95.7,56.0,152.0,Crystal Miner
A0302,Ophetha,Nebulon,Floating Islands,2025-04-11,5.9,13,79.3,Medium,123.0,87.0,118.1,Farmer
A0303,Nyxraetha,Nebulon,Ice Plains,2024-10-13,4.1,8,59.4,Medium,65.7,73.2,62.4,Crystal Miner
A0304,Keldraex,Nebulon,Ice Plains,2025-05-31,4.7,16,38.0,High,102.9,92.1,42.1,Explorer
A0305,Korvquaarae,Nebulon,Lava Basin,2025-04-11,5.3,9,55.5,Medium,129.1,71.8,63.4,Merchant
A0306,Celsolis,Aquari,Ice Plains,2024-12-10,4.4,2,58.1,Low,80.8,48.6,119.3,Farmer
A0307,Zenzorari,Nebulon,Northern Crater,2025-10-03,2.0,12,60.0,High,99.2,81.4,64.5,Merchant
A0308,Korvlyorax,Crystalian,Northern Crater,2025-01-16,4.5,4,83.2,High,151.4,33.0,34.3,Merchant
A0309,Myrdraaris,Gravitar,Lava Basin,2025-11-20,2.2,3,51.8,Low,69.8,55.2,23.0,Research Scientist
A0310,Cryrynyxis,Luminar,Crystal Forest,2024-09-09,6.3,7,71.4,High,128.5,47.4,60.7,Merchant
A0311,Jaxeron,Crystalian,Northern Crater,2024-02-25,1.3,2,74.7,Low,66.1,44.5,54.7,Crystal Miner
A0312,Kelvekyx,Luminar,Ice Plains,2025-04-07,7.1,3,54.5,Medium,94.8,33.4,87.2,Farmer
A0313,Jaxralor,Luminar,Crystal Forest,2025-04-01,5.9,5,86.0,Low,108.6,56.4,97.5,Explorer
A0314,Ophuun,Aquari,Northern Crater,2024-03-23,5.9,7,62.7,Medium,134.4,60.3,125.6,Merchant
A0315,Talis,Gravitar,Northern Crater,2024-04-08,1.0,3,50.3,Medium,91.9,24.7,34.4,Planetary Guardian
A0316,Fynzuexus,Nebulon,Ice Plains,2024-05-28,4.3,14,52.3,Medium,100.3,97.6,58.9,Explorer
A0317,Rynsolax,Crystalian,Floating Islands,2024-11-24,7.3,7,73.9,Medium,121.7,61.2,79.3,Explorer
A0318,Ophzenyxis,Luminar,Crystal Forest,2024-06-04,4.0,7,97.0,High,182.2,45.9,97.3,Merchant
A0319,Zymirlor,Luminar,Crystal Forest,2024-07-08,2.8,7,100.0,Medium,135.2,43.0,92.3,Crystal Miner
A0320,Taliona,Luminar,Crystal Forest,2025-05-08,3.7,7,83.8,Medium,121.7,37.7,95.7,Crystal Miner
A0321,Velxelix,Nebulon,Northern Crater,2024-09-19,4.9,11,59.0,High,143.9,90.9,66.1,Research Scientist
A0322,Drakalis,Nebulon,Crystal Forest,2024-03-20,3.3,10,59.0,Low,85.7,69.1,61.1,Crystal Miner
A0323,Ophvoix,Nebulon,Floating Islands,2025-02-03,7.5,10,52.4,High,112.4,90.0,101.4,Farmer
A0324,Myrzueth,Luminar,Crystal Forest,2025-08-31,4.9,4,78.7,High,162.5,52.7,85.9,Research Scientist
A0325,Zorvekuun,Aquari,Ice Plains,2024-09-16,3.9,1,52.8,Medium,101.5,42.9,140.4,Farmer
A0326,Aquamonix,Nebulon,Northern Crater,2025-09-06,2.4,13,53.9,High,150.3,81.6,74.7,Research Scientist
A0327,Lumdrais,Nebulon,Floating Islands,2025-07-05,6.0,11,75.8,Low,108.6,99.1,92.8,Crystal Miner
A0328,Ophmonon,Nebulon,Floating Islands,2024-04-10,5.9,11,60.3,Medium,88.5,85.7,118.1,Merchant
A0329,Sylnoryxis,Crystalian,Ice Plains,2024-12-24,3.4,6,71.2,Medium,117.9,36.5,60.2,Explorer
A0330,Soluron,Luminar,Floating Islands,2025-01-14,1.0,4,58.3,Medium,110.7,36.2,111.1,Planetary Guardian
A0331,Quixquaarax,Crystalian,Crystal Forest,2024-08-08,5.8,3,100.0,High,199.9,51.5,69.6,Explorer
A0332,Korvraeron,Gravitar,Lava Basin,2025-02-23,4.6,3,37.9,Low,28.8,31.5,16.2,Merchant
A0333,Lumzuetha,Luminar,Crystal Forest,2024-05-03,5.7,9,74.8,High,153.5,72.2,105.5,Research Scientist
A0334,Kryzeniona,Luminar,Crystal Forest,2025-02-25,8.9,4,64.2,High,121.4,47.1,112.0,Farmer
A0335,Noxxelora,Luminar,Floating Islands,2024-08-18,4.9,1,64.4,High,126.7,31.5,144.6,Farmer
A0336,Orbaris,Luminar,Floating Islands,2025-11-20,4.0,5,59.5,Medium,116.0,37.5,128.3,Explorer
A0337,Astrorix,Gravitar,Northern Crater,2024-03-03,2.7,6,66.8,Low,104.7,50.2,48.3,Crystal Miner
A0338,Quixalis,Nebulon,Lava Basin,2025-04-29,4.4,8,68.4,High,130.6,77.3,63.8,Explorer
A0339,Sylzoralon,Crystalian,Floating Islands,2025-09-19,5.3,3,62.6,Low,85.3,34.8,96.4,Crystal Miner
A0340,Korvquaix,Luminar,Floating Islands,2025-12-03,5.1,7,53.8,High,112.3,52.2,148.0,Crystal Miner
A0341,Eldlyius,Crystalian,Crystal Forest,2025-07-27,8.4,10,87.2,Medium,185.5,41.1,23.6,Research Scientist
A0342,Rynyxar,Crystalian,Lava Basin,2025-04-27,6.0,2,56.8,High,128.7,50.8,41.9,Planetary Guardian
A0343,Zenmoneen,Luminar,Crystal Forest,2025-06-02,4.7,3,82.2,High,147.5,41.7,87.3,Farmer
A0344,Noxyx,Crystalian,Northern Crater,2024-06-03,3.6,6,71.7,Medium,140.2,26.1,52.1,Merchant
A0345,Lyrari,Crystalian,Crystal Forest,2024-04-01,5.5,7,92.8,Medium,170.3,42.4,41.9,Merchant
A0346,Varyx,Nebulon,Lava Basin,2025-06-09,3.2,10,60.2,High,156.2,77.2,61.3,Planetary Guardian
A0347,Drakvoius,Nebulon,Crystal Forest,2025-03-30,5.4,8,64.4,Medium,141.5,66.7,92.9,Research Scientist
A0348,Vyralon,Luminar,Northern Crater,2025-08-20,6.0,7,75.0,High,160.6,65.9,79.5,Planetary Guardian
A0349,Thalthalyxar,Crystalian,Floating Islands,2025-10-06,4.6,6,67.7,Medium,109.5,56.4,54.2,Farmer
A0350,Praxraaris,Nebulon,Ice Plains,2025-05-24,3.7,15,76.5,Low,104.1,100.0,41.0,Crystal Miner
A0351,Celora,Nebulon,Crystal Forest,2024-07-01,1.0,12,91.2,Medium,143.3,57.0,86.0,Farmer
A0352,Kryshaith,Gravitar,Ice Plains,2025-01-20,7.3,6,43.9,High,100.4,47.3,8.4,Explorer
A0353,Ophari,Nebulon,Floating Islands,2025-07-27,5.8,10,50.4,Medium,109.2,79.6,112.0,Planetary Guardian
A0354,Graxis,Luminar,Ice Plains,2025-12-31,5.9,11,48.5,High,112.9,60.3,88.3,Merchant
A0355,Quixsoleth,Luminar,Crystal Forest,2025-02-08,1.9,5,88.7,High,183.8,39.6,76.7,Planetary Guardian
A0356,Zysolara,Nebulon,Floating Islands,2024-09-02,7.8,10,59.7,Medium,113.7,79.3,122.8,Farmer
A0357,Korvvoax,Luminar,Crystal Forest,2025-08-13,4.1,10,89.3,Low,108.5,65.4,88.1,Farmer
A0358,Fynaris,Nebulon,Ice Plains,2025-10-22,4.4,8,77.0,Medium,102.0,85.5,66.4,Planetary Guardian
A0359,Xylnoretha,Aquari,Ice Plains,2025-10-11,2.9,1,52.3,Medium,74.7,45.6,123.5,Research Scientist
A0360,Lumthalora,Nebulon,Crystal Forest,2025-04-15,1.4,11,62.7,High,126.4,79.4,80.8,Explorer
A0361,Zephthallor,Crystalian,Ice Plains,2025-02-26,7.3,5,71.9,Medium,122.7,74.6,25.6,Farmer
A0362,Nyxora,Nebulon,Ice Plains,2024-03-05,7.6,11,66.4,Medium,103.2,100.0,83.1,Research Scientist
A0363,Fynon,Crystalian,Floating Islands,2024-01-13,4.7,7,65.6,High,147.4,54.4,101.7,Explorer
A0364,Orbius,Nebulon,Lava Basin,2024-07-31,3.6,9,50.3,Medium,82.5,74.4,38.6,Explorer
A0365,Lumiona,Aquari,Ice Plains,2024-08-29,4.2,5,73.7,Medium,127.0,66.8,124.2,Merchant
A0366,Zenorin,Crystalian,Floating Islands,2025-05-07,4.3,4,58.7,Medium,103.9,55.7,75.4,Crystal Miner
A0367,Rynara,Aquari,Floating Islands,2024-07-31,2.6,3,67.4,Medium,140.4,30.1,170.5,Merchant
A0368,Zorthalax,Aquari,Floating Islands,2025-11-23,4.4,5,59.6,Medium,88.8,64.7,141.8,Farmer
A0369,Cryaris,Luminar,Ice Plains,2024-12-03,5.3,8,61.2,High,163.8,58.1,114.4,Crystal Miner
A0370,Vellyyxis,Luminar,Northern Crater,2024-06-21,7.0,10,72.1,Medium,112.0,60.4,75.9,Research Scientist
A0371,Graxkaix,Luminar,Crystal Forest,2025-11-02,5.0,7,82.2,High,140.0,36.2,86.3,Farmer
A0372,Rynlyaris,Luminar,Crystal Forest,2024-06-12,1.8,1,69.9,High,139.6,28.9,96.5,Crystal Miner
A0373,Zoralis,Luminar,Floating Islands,2025-04-09,5.7,6,60.0,Medium,152.6,54.3,119.7,Farmer
A0374,Vorarae,Nebulon,Lava Basin,2025-05-11,4.5,11,64.3,Medium,123.4,100.0,47.3,Planetary Guardian
A0375,Lumaris,Luminar,Crystal Forest,2025-11-30,7.7,8,83.3,High,170.7,74.0,93.3,Research Scientist
A0376,Aquaquaiona,Crystalian,Crystal Forest,2025-01-29,7.9,5,98.4,High,194.7,50.0,41.2,Farmer
A0377,Zoreron,Gravitar,Ice Plains,2025-12-03,7.9,7,47.5,Medium,75.0,60.7,20.1,Planetary Guardian
A0378,Opharax,Luminar,Floating Islands,2024-11-03,3.9,7,73.1,High,152.2,62.1,142.9,Explorer
A0379,Orbex,Gravitar,Crystal Forest,2024-07-01,9.0,7,61.0,Low,85.4,59.9,14.1,Planetary Guardian
A0380,Ophyx,Luminar,Crystal Forest,2025-09-20,5.7,5,72.3,High,173.4,45.5,94.8,Explorer
A0381,Graxix,Luminar,Crystal Forest,2025-05-24,8.3,6,87.6,High,166.0,54.3,82.4,Crystal Miner
A0382,Nebmireon,Nebulon,Northern Crater,2025-12-08,4.0,13,71.3,Medium,114.1,95.9,67.3,Planetary Guardian
A0383,Jaxsoleth,Nebulon,Crystal Forest,2025-06-29,4.4,10,65.9,Medium,94.8,87.9,65.7,Farmer
A0384,Quixyx,Gravitar,Floating Islands,2025-07-17,5.5,2,44.2,Low,64.0,34.1,52.5,Research Scientist
A0385,Fynrynnax,Nebulon,Northern Crater,2025-09-15,5.3,10,58.4,Low,86.2,59.4,73.3,Explorer
A0386,Orbalon,Gravitar,Lava Basin,2025-08-16,7.5,3,56.2,High,105.7,31.1,27.5,Research Scientist
A0387,Celquaalon,Luminar,Floating Islands,2024-08-14,4.5,7,70.6,High,150.6,61.2,126.2,Merchant
A0388,Talon,Luminar,Crystal Forest,2025-03-11,7.3,2,66.8,High,142.0,24.3,80.1,Crystal Miner
A0389,Vorraalis,Gravitar,Floating Islands,2025-02-25,6.5,1,49.1,Low,83.9,47.8,60.4,Farmer
A0390,Soldraari,Gravitar,Lava Basin,2025-07-07,4.6,8,37.5,Low,70.7,63.6,11.6,Planetary Guardian
A0391,Graxxelyxar,Aquari,Ice Plains,2024-01-21,6.3,4,48.3,High,114.0,55.0,102.2,Research Scientist
A0392,Voreron,Crystalian,Northern Crater,2025-07-07,4.1,5,74.0,Medium,108.1,54.2,45.5,Crystal Miner
A0393,Zoreon,Crystalian,Northern Crater,2025-01-31,9.7,2,72.1,Medium,108.5,55.7,44.9,Crystal Miner
A0394,Solthalorix,Gravitar,Lava Basin,2025-09-16,1.0,4,36.4,Low,77.4,32.8,7.4,Explorer
A0395,Zenyxar,Crystalian,Lava Basin,2024-04-14,6.3,4,60.9,High,132.7,35.9,40.9,Research Scientist
A0396,Thalvekorax,Aquari,Floating Islands,2024-07-10,1.5,2,79.7,Low,137.8,48.7,162.1,Merchant
A0397,Lumshaari,Gravitar,Lava Basin,2024-01-17,4.5,7,36.4,Low,58.4,64.1,28.4,Planetary Guardian
A0398,Zydrayxar,Crystalian,Northern Crater,2024-04-29,4.8,7,75.5,Medium,137.0,43.5,49.8,Research Scientist
A0399,Vartrialon,Gravitar,Crystal Forest,2025-01-27,8.0,4,64.4,Low,104.2,33.9,46.6,Explorer
A0400,Jaxuron,Gravitar,Floating Islands,2025-02-28,3.6,6,44.9,Low,44.5,43.8,53.1,Merchant
A0401,Myrquaek,Luminar,Crystal Forest,2024-05-08,7.6,10,80.8,High,162.7,63.9,78.5,Crystal Miner
A0402,Xanthalorax,Aquari,Crystal Forest,2024-05-09,2.6,7,80.7,Medium,114.4,57.6,128.2,Crystal Miner
A0403,Talvekaris,Nebulon,Floating Islands,2025-07-25,7.7,12,60.8,High,125.8,100.0,130.5,Crystal Miner
A0404,Kryquaionis,Gravitar,Lava Basin,2025-07-13,4.1,4,31.4,Low,53.6,17.7,0.0,Merchant
A0405,Xylnorix,Crystalian,Crystal Forest,2024-01-29,5.1,6,87.9,Low,107.7,69.0,37.0,Explorer
A0406,Lyraris,Gravitar,Northern Crater,2024-04-06,4.3,3,57.6,Low,89.0,33.5,20.8,Planetary Guardian
A0407,Quixaris,Crystalian,Northern Crater,2024-01-10,7.6,4,73.2,High,125.0,57.3,52.1,Merchant
A0408,Vexrynyx,Luminar,Crystal Forest,2024-08-29,7.2,7,81.6,High,176.4,66.6,90.2,Merchant
A0409,Zorvoul,Aquari,Floating Islands,2024-08-19,5.9,4,66.7,High,128.4,61.2,180.2,Explorer
A0410,Quixdraalon,Luminar,Crystal Forest,2024-10-10,2.7,5,84.2,Low,102.5,46.0,88.4,Farmer
A0411,Jaxnorex,Crystalian,Floating Islands,2025-12-15,3.6,5,80.6,Medium,111.3,50.2,100.6,Research Scientist
A0412,Drakari,Aquari,Floating Islands,2025-12-26,2.9,7,63.3,Low,79.9,59.7,155.3,Crystal Miner
A0413,Thalexus,Aquari,Ice Plains,2024-07-18,1.0,3,50.9,Medium,62.6,34.7,133.9,Research Scientist
A0414,Sylaris,Nebulon,Lava Basin,2024-03-19,7.5,13,37.8,High,89.7,81.4,63.4,Crystal Miner
A0415,Xanmirorix,Nebulon,Ice Plains,2024-06-21,4.3,13,65.2,High,152.8,80.4,95.9,Explorer
A0416,Astrmonyxar,Crystalian,Crystal Forest,2025-04-11,4.3,7,97.7,Medium,153.9,53.6,17.8,Farmer
A0417,Vyrquaorax,Luminar,Crystal Forest,2025-08-03,8.0,4,86.5,High,148.4,45.1,72.5,Crystal Miner
A0418,Zenphiul,Crystalian,Northern Crater,2025-02-19,4.0,2,83.1,High,164.7,31.2,77.5,Crystal Miner
A0419,Aquaarax,Nebulon,Northern Crater,2025-03-24,3.3,12,58.4,Medium,103.8,100.0,69.0,Planetary Guardian
A0420,Solkaara,Gravitar,Floating Islands,2024-03-27,4.6,4,43.8,Low,90.7,49.8,50.0,Farmer
A0421,Zytrialon,Gravitar,Northern Crater,2024-04-10,2.7,6,40.2,Low,68.1,40.9,16.9,Research Scientist
A0422,Ophix,Gravitar,Lava Basin,2024-01-08,5.7,3,29.1,Low,45.3,47.1,27.2,Explorer
A0423,Sylmiruun,Luminar,Ice Plains,2024-07-18,4.3,8,72.1,High,159.5,53.4,71.2,Crystal Miner
A0424,Talthaluron,Crystalian,Ice Plains,2025-05-19,4.0,7,65.1,Medium,109.1,55.1,40.3,Crystal Miner
A0425,Zyvoeth,Luminar,Floating Islands,2024-03-27,3.8,6,75.5,High,149.6,55.0,126.0,Farmer
A0426,Kryius,Nebulon,Crystal Forest,2024-02-12,4.8,12,73.1,Medium,147.2,86.4,85.5,Farmer
A0427,Praxius,Crystalian,Crystal Forest,2025-01-19,5.2,6,83.2,Low,91.9,46.5,31.5,Crystal Miner
A0428,Varlyyxar,Gravitar,Lava Basin,2025-09-12,4.0,2,29.1,Medium,75.3,46.2,16.2,Farmer
A0429,Celrynaris,Crystalian,Lava Basin,2025-03-10,4.3,6,59.1,High,126.1,57.7,12.4,Explorer
A0430,Xanora,Luminar,Crystal Forest,2025-02-11,4.8,9,94.2,High,172.5,39.1,124.1,Farmer
A0431,Fynshaalis,Luminar,Crystal Forest,2025-04-27,4.6,6,69.2,Medium,108.6,45.5,86.4,Planetary Guardian
A0432,Nebdraiona,Gravitar,Ice Plains,2025-10-25,5.1,1,66.2,High,140.0,25.4,20.1,Explorer
A0433,Kryrynara,Nebulon,Northern Crater,2024-01-17,3.6,10,51.6,High,116.6,76.0,104.8,Planetary Guardian
A0434,Zenxeleron,Luminar,Floating Islands,2025-10-06,7.0,2,72.5,Medium,115.3,53.6,121.2,Explorer
A0435,Kryvekionis,Luminar,Crystal Forest,2024-05-27,5.2,9,78.5,Low,99.4,62.6,115.0,Crystal Miner
A0436,Kryvekith,Nebulon,Floating Islands,2024-10-03,4.0,13,56.8,Medium,70.9,78.1,103.8,Crystal Miner
A0437,Myrraorin,Luminar,Crystal Forest,2024-08-19,5.7,5,67.3,High,128.4,47.6,100.1,Research Scientist
A0438,Vexkaarae,Gravitar,Northern Crater,2024-12-31,4.9,1,49.0,High,105.9,38.2,21.4,Merchant
A0439,Varos,Nebulon,Crystal Forest,2024-08-15,1.5,9,63.4,High,136.0,72.8,49.7,Research Scientist
A0440,Korvetha,Luminar,Floating Islands,2025-10-12,5.7,5,48.2,High,141.9,45.0,136.2,Explorer
A0441,Sylphios,Luminar,Crystal Forest,2025-03-11,3.0,6,81.2,High,149.4,52.3,99.6,Farmer
A0442,Zorek,Aquari,Ice Plains,2025-02-02,6.9,5,53.6,Low,59.7,75.0,100.3,Crystal Miner
A0443,Praxmonari,Crystalian,Lava Basin,2024-07-29,4.5,8,81.8,Medium,123.8,62.6,25.4,Explorer
A0444,Xylthalara,Crystalian,Northern Crater,2025-01-25,6.6,4,85.0,Medium,141.3,63.2,68.0,Planetary Guardian
A0445,Zymiretha,Gravitar,Lava Basin,2025-05-13,3.7,1,57.0,Medium,108.6,24.6,19.0,Farmer
A0446,Zyraeron,Aquari,Crystal Forest,2025-06-23,5.1,3,73.2,Medium,133.4,49.1,114.1,Crystal Miner
A0447,Kelryneron,Aquari,Floating Islands,2025-07-16,7.4,5,66.4,High,150.4,59.5,151.0,Explorer
